Addressline1,Addressline2,City,Contactfirstname,Contactlastname,Country,Customer,CustomerName,CustomerName (copy),Date,DealCategory,DealSize,Month,Month ,Order Quarter,Order Year,OrderDate,Phone,Postalcode,Productcode,Products,Quarter,Quarter (Sheet11),Sales (bin),SalesCategory,State,Status,Territory,Year,Year (Sheet11),CustomerGroup,Msrp,Orderlinenumber,Ordernumber,OrderQuantity,Sales,UnitPrice,ZeroIfNull-OrderQuantity
2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd","Tokyo Collectables, Ltd","Tokyo Collectables, Ltd",23-11-2004,Small,Small,November,11,Q4,2004,23-11-2004,+81 3 3584 0555,106-0032,S10_2016,Motorcycles,4,Q4,$0.00M,Motorcycles,Tokyo,Shipped,Japan,2004,2004,1,118,4,10339,40,$0.00M,68.92,40
"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Souveniers And Things Co.,Souveniers And Things Co.,17-12-2004,Small,Small,December,12,Q4,2004,17-12-2004,+61 2 9495 8555,2067,S10_2016,Motorcycles,4,Q4,$0.00M,Motorcycles,NSW,Shipped,APAC,2004,2004,1,118,8,10361,26,$0.00M,51.15,26
31 Duncan St. West End,,South Brisbane,Tony,Calaghan,Australia,"Australian Gift Network, Co","Australian Gift Network, Co","Australian Gift Network, Co",02-02-2005,Medium,Medium,February,2,Q1,2005,02-02-2005,61-7-3844-6555,4101,S10_2016,Motorcycles,1,Q1,$0.01M,Motorcycles,Queensland,Shipped,APAC,2005,2005,1,118,5,10374,39,$0.01M,100,39
1785 First Street,,New Bedford,Violeta,Benitez,US,FunGiftIdeas.com,FunGiftIdeas.com,FunGiftIdeas.com,03-03-2005,Small,Small,March,3,Q1,2005,03-03-2005,5085552555,50553,S10_2016,Motorcycles,1,Q1,$0.00M,Motorcycles,MA,Shipped,NA,2005,2005,1,118,5,10388,50,$0.00M,44.51,50
"25, rue Lauriston",,Paris,Dominique,Perrier,France,Auto Canal Petit,Auto Canal Petit,Auto Canal Petit,07-04-2005,Medium,Medium,April,4,Q2,2005,07-04-2005,(1) 47.55.6555,75016,S10_2016,Motorcycles,2,Q2,$0.01M,Motorcycles,,Shipped,EMEA,2005,2005,1,118,1,10402,45,$0.01M,100,45
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,13-05-2005,Medium,Medium,May,5,Q2,2005,13-05-2005,(91) 555 94 44,28034,S10_2016,Motorcycles,2,Q2,$0.01M,Motorcycles,,Disputed,EMEA,2005,2005,1,118,5,10417,45,$0.01M,100,45
897 Long Airport Avenue,,NYC,Kwai,Yu,US,Land of Toys Inc.,Land of Toys Inc.,Land of Toys Inc.,24-02-2003,Medium,Medium,February,2,Q1,2003,24-02-2003,2125557818,10022,S10_4698,Motorcycles,1,Q1,$0.01M,Motorcycles,NY,Shipped,NA,2003,2003,1,193,4,10107,27,$0.01M,100,27
636 St Kilda Road,Level 3,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.","Australian Collectors, Co.","Australian Collectors, Co.",29-04-2003,Large,Large,April,4,Q2,2003,29-04-2003,03 9520 4555,3004,S10_4698,Motorcycles,2,Q2,$0.01M,Motorcycles,Victoria,Shipped,APAC,2003,2003,1,193,2,10120,46,$0.01M,100,46
27 rue du Colonel Pierre Avia,,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Lyon Souveniers,Lyon Souveniers,01-07-2003,Large,Large,July,7,Q3,2003,01-07-2003,+33 1 46 62 7555,75508,S10_4698,Motorcycles,3,Q3,$0.01M,Motorcycles,,Shipped,EMEA,2003,2003,1,193,4,10134,31,$0.01M,100,31
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,25-08-2003,Medium,Medium,August,8,Q3,2003,25-08-2003,6265557265,90003,S10_4698,Motorcycles,3,Q3,$0.01M,Motorcycles,CA,Shipped,NA,2003,2003,1,193,8,10145,33,$0.01M,100,33
7734 Strong St.,,San Francisco,Julie,Brown,US,Corporate Gift Ideas Co.,Corporate Gift Ideas Co.,Corporate Gift Ideas Co.,10-10-2003,Medium,Medium,October,10,Q4,2003,10-10-2003,6505551386,,S10_4698,Motorcycles,4,Q4,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,193,16,10159,22,$0.00M,100,22
9408 Furth Circle,,Burlingame,Juri,Hirano,US,Technics Stores Inc.,Technics Stores Inc.,Technics Stores Inc.,28-10-2003,Medium,Medium,October,10,Q4,2003,28-10-2003,6505556809,94217,S10_4698,Motorcycles,4,Q4,$0.00M,Motorcycles,CA,Shipped,NA,2003,2003,1,193,3,10168,20,$0.00M,100,20
"184, chausse de Tournai",,Lille,Martine,Rance,France,Daedalus Designs Imports,Daedalus Designs Imports,Daedalus Designs Imports,11-11-2003,Large,Large,November,11,Q4,2003,11-11-2003,20.16.1555,59000,S10_4698,Motorcycles,4,Q4,$0.01M,Motorcycles,,Shipped,EMEA,2003,2003,1,193,11,10180,41,$0.01M,100,41
"Drammen 121, PR 744 Sentrum",,Bergen,Veysel,Oeztan,Norway,Herkku Gifts,Herkku Gifts,Herkku Gifts,18-11-2003,Large,Large,November,11,Q4,2003,18-11-2003,+47 2267 3215,N 5804,S10_4698,Motorcycles,4,Q4,$0.01M,Motorcycles,,Shipped,EMEA,2003,2003,1,193,3,10188,45,$0.01M,100,45
5557 North Pendale Street,,San Francisco,Julie,Murphy,US,Mini Wheels Co.,Mini Wheels Co.,Mini Wheels Co.,01-12-2003,Large,Large,December,12,Q4,2003,01-12-2003,6505555787,,S10_4698,Motorcycles,4,Q4,$0.01M,Motorcycles,CA,Shipped,NA,2003,2003,1,193,4,10201,49,$0.01M,100,49
"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Mory,Kentary,Japan,Osaka Souveniers Co.,Osaka Souveniers Co.,Osaka Souveniers Co.,12-01-2004,Medium,Medium,January,1,Q1,2004,12-01-2004,+81 06 6342 5555,530-0003,S10_4698,Motorcycles,1,Q1,$0.01M,Motorcycles,Osaka,Shipped,Japan,2004,2004,1,193,1,10210,34,$0.01M,100,34
636 St Kilda Road,Level 3,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.","Australian Collectors, Co.","Australian Collectors, Co.",20-02-2004,Large,Large,February,2,Q1,2004,20-02-2004,03 9520 4555,3004,S10_4698,Motorcycles,1,Q1,$0.01M,Motorcycles,Victoria,Shipped,APAC,2004,2004,1,193,3,10223,49,$0.01M,100,49
2678 Kingston Rd.,Suite 101,NYC,Michael,Frick,US,Vitachrome Inc.,Vitachrome Inc.,Vitachrome Inc.,05-04-2004,Large,Large,April,4,Q2,2004,05-04-2004,2125551500,10022,S10_4698,Motorcycles,2,Q2,$0.01M,Motorcycles,NY,Shipped,NA,2004,2004,1,193,9,10237,39,$0.01M,100,39
7476 Moss Rd.,,Newark,William,Brown,US,Tekni Collectables Inc.,Tekni Collectables Inc.,Tekni Collectables Inc.,18-05-2004,Large,Large,May,5,Q2,2004,18-05-2004,2015559350,94019,S10_4698,Motorcycles,2,Q2,$0.01M,Motorcycles,NJ,Shipped,NA,2004,2004,1,193,4,10251,43,$0.01M,100,43
25593 South Bay Ln.,,Bridgewater,Julie,King,US,Gift Depot Inc.,Gift Depot Inc.,Gift Depot Inc.,28-06-2004,Large,Large,June,6,Q2,2004,28-06-2004,2035552570,97562,S10_4698,Motorcycles,2,Q2,$0.01M,Motorcycles,CT,Shipped,NA,2004,2004,1,193,4,10263,41,$0.01M,100,41
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,23-07-2004,Medium,Medium,July,7,Q3,2004,23-07-2004,40.67.8555,44000,S10_4698,Motorcycles,3,Q3,$0.01M,Motorcycles,,Shipped,EMEA,2004,2004,1,193,3,10275,36,$0.01M,100,36
39323 Spinnaker Dr.,,Cambridge,Marta,Hernandez,US,Marta's Replicas Co.,Marta's Replicas Co.,Marta's Replicas Co.,27-08-2004,Medium,Medium,August,8,Q3,2004,27-08-2004,6175558555,51247,S10_4698,Motorcycles,3,Q3,$0.01M,Motorcycles,MA,Shipped,NA,2004,2004,1,193,8,10285,27,$0.01M,100,27
Keskuskatu 45,,Helsinki,Matti,Karttunen,Finland,"Toys of Finland, Co.","Toys of Finland, Co.","Toys of Finland, Co.",30-09-2004,Medium,Medium,September,9,Q3,2004,30-09-2004,90-224 8555,21240,S10_4698,Motorcycles,3,Q3,$0.01M,Motorcycles,,Shipped,EMEA,2004,2004,1,193,11,10299,29,$0.01M,100,29
3758 North Pendale Street,,White Plains,Steve,Frick,US,Mini Classics,Mini Classics,Mini Classics,15-10-2004,Medium,Medium,October,10,Q4,2004,15-10-2004,9145554562,24067,S10_4698,Motorcycles,4,Q4,$0.00M,Motorcycles,NY,Shipped,NA,2004,2004,1,193,1,10308,20,$0.00M,100,20
7586 Pompton St.,,Allentown,Kyung,Yu,US,Diecast Classics Inc.,Diecast Classics Inc.,Diecast Classics Inc.,02-11-2004,Large,Large,November,11,Q4,2004,02-11-2004,2155551555,70267,S10_4698,Motorcycles,4,Q4,$0.01M,Motorcycles,PA,Shipped,NA,2004,2004,1,193,3,10318,37,$0.01M,100,37
897 Long Airport Avenue,,NYC,Kwai,Yu,US,Land of Toys Inc.,Land of Toys Inc.,Land of Toys Inc.,15-11-2004,Medium,Medium,November,11,Q4,2004,15-11-2004,2125557818,10022,S10_4698,Motorcycles,4,Q4,$0.01M,Motorcycles,NY,Shipped,NA,2004,2004,1,193,3,10329,26,$0.01M,100,26
2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd","Tokyo Collectables, Ltd","Tokyo Collectables, Ltd",23-11-2004,Small,Small,November,11,Q4,2004,23-11-2004,+81 3 3584 0555,106-0032,S10_4698,Motorcycles,4,Q4,$0.00M,Motorcycles,Tokyo,Shipped,Japan,2004,2004,1,193,3,10339,39,$0.00M,76.67,39
9408 Furth Circle,,Burlingame,Juri,Hirano,US,Technics Stores Inc.,Technics Stores Inc.,Technics Stores Inc.,05-01-2005,Medium,Medium,January,1,Q1,2005,05-01-2005,6505556809,94217,S10_4698,Motorcycles,1,Q1,$0.00M,Motorcycles,CA,Shipped,NA,2005,2005,1,193,4,10362,22,$0.00M,100,22
31 Duncan St. West End,,South Brisbane,Tony,Calaghan,Australia,"Australian Gift Network, Co","Australian Gift Network, Co","Australian Gift Network, Co",02-02-2005,Medium,Medium,February,2,Q1,2005,02-02-2005,61-7-3844-6555,4101,S10_4698,Motorcycles,1,Q1,$0.00M,Motorcycles,Queensland,Shipped,APAC,2005,2005,1,193,1,10374,22,$0.00M,100,22
1785 First Street,,New Bedford,Violeta,Benitez,US,FunGiftIdeas.com,FunGiftIdeas.com,FunGiftIdeas.com,03-03-2005,Small,Small,March,3,Q1,2005,03-03-2005,5085552555,50553,S10_4698,Motorcycles,1,Q1,$0.00M,Motorcycles,MA,Shipped,NA,2005,2005,1,193,7,10388,21,$0.00M,86.77,21
Berkeley Gardens 12  Brewery,,Liverpool,Elizabeth,Devon,UK,"UK Collectables, Ltd.","UK Collectables, Ltd.","UK Collectables, Ltd.",08-04-2005,Large,Large,April,4,Q2,2005,08-04-2005,(171) 555-2282,WX1 6LT,S10_4698,Motorcycles,2,Q2,$0.01M,Motorcycles,,Shipped,EMEA,2005,2005,1,193,9,10403,66,$0.01M,100,66
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,13-05-2005,Large,Large,May,5,Q2,2005,13-05-2005,(91) 555 94 44,28034,S10_4698,Motorcycles,2,Q2,$0.01M,Motorcycles,,Disputed,EMEA,2005,2005,1,193,4,10417,56,$0.01M,100,56
Vinb'ltet 34,,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Danish Wholesale Imports,Danish Wholesale Imports,11-02-2003,Large,Large,February,2,Q1,2003,11-02-2003,31 12 3555,1734,S10_4757,Classic Cars,1,Q1,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,136,2,10105,50,$0.01M,100,50
Geislweg 14,,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Salzburg Collectables,Salzburg Collectables,28-04-2003,Medium,Medium,April,4,Q2,2003,28-04-2003,6562-9555,5020,S10_4757,Classic Cars,2,Q2,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,136,11,10119,46,$0.01M,100,46
35 King George,,London,Ann,Brown,UK,"Stylish Desk Decors, Co.","Stylish Desk Decors, Co.","Stylish Desk Decors, Co.",12-06-2003,Medium,Medium,June,6,Q2,2003,12-06-2003,(171) 555-0297,WX3 6FW,S10_4757,Classic Cars,2,Q2,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,136,2,10129,33,$0.00M,100,33
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,10-08-2003,Medium,Medium,August,8,Q3,2003,10-08-2003,5085559555,50553,S10_4757,Classic Cars,3,Q3,$0.01M,Classic Cars,MA,Shipped,NA,2003,2003,1,136,15,10143,49,$0.01M,100,49
Keskuskatu 45,,Helsinki,Matti,Karttunen,Finland,"Toys of Finland, Co.","Toys of Finland, Co.","Toys of Finland, Co.",06-10-2003,Medium,Medium,October,10,Q4,2003,06-10-2003,90-224 8555,21240,S10_4757,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,136,13,10155,32,$0.00M,100,32
?kergatan 24,,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Scandinavian Gift Ideas,Scandinavian Gift Ideas,23-10-2003,Medium,Medium,October,10,Q4,2003,23-10-2003,0695-34 6555,S-844 67,S10_4757,Classic Cars,4,Q4,$0.01M,Classic Cars,,Cancelled,EMEA,2003,2003,1,136,9,10167,44,$0.01M,100,44
1 rue Alsace-Lorraine,,Toulouse,Annette,Roulet,France,Alpha Cognac,Alpha Cognac,Alpha Cognac,08-11-2003,Medium,Medium,November,11,Q4,2003,08-11-2003,61.77.6555,31000,S10_4757,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,136,12,10178,24,$0.00M,100,24
120 Hanover Sq.,,London,Thomas,Hardy,UK,"Double Decker Gift Stores, Ltd","Double Decker Gift Stores, Ltd","Double Decker Gift Stores, Ltd",14-11-2003,Medium,Medium,November,11,Q4,2003,14-11-2003,(171) 555-7555,WA1 1DP,S10_4757,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,136,9,10186,26,$0.00M,100,26
"Rambla de Catalu¤a, 23",,Barcelona,Eduardo,Saavedra,Spain,Enaco Distributors,Enaco Distributors,Enaco Distributors,26-11-2003,Medium,Medium,November,11,Q4,2003,26-11-2003,(93) 203 4555,8022,S10_4757,Classic Cars,4,Q4,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,136,6,10197,45,$0.01M,100,45
6047 Douglas Av.,,Los Angeles,Michael,Chandler,US,"Men 'R' US Retailers, Ltd.","Men 'R' US Retailers, Ltd.","Men 'R' US Retailers, Ltd.",09-01-2004,Medium,Medium,January,1,Q1,2004,09-01-2004,2155554369,,S10_4757,Classic Cars,1,Q1,$0.01M,Classic Cars,CA,Shipped,NA,2004,2004,1,136,8,10209,39,$0.01M,100,39
361 Furth Circle,,San Diego,Valarie,Thompson,US,Collectable Mini Designs Co.,Collectable Mini Designs Co.,Collectable Mini Designs Co.,19-02-2004,Medium,Medium,February,2,Q1,2004,19-02-2004,7605558146,91217,S10_4757,Classic Cars,1,Q1,$0.01M,Classic Cars,CA,Shipped,NA,2004,2004,1,136,12,10222,49,$0.01M,100,49
897 Long Airport Avenue,,NYC,Kwai,Yu,US,Land of Toys Inc.,Land of Toys Inc.,Land of Toys Inc.,07-05-2004,Small,Small,May,5,Q2,2004,07-05-2004,2125557818,10022,S10_4757,Classic Cars,2,Q2,$0.00M,Classic Cars,NY,Cancelled,NA,2004,2004,1,136,3,10248,20,$0.00M,100,20
43 rue St. Laurent,,Montreal,Jean,Fresnisre,Canada,Quebec Home Shopping Network,Quebec Home Shopping Network,Quebec Home Shopping Network,17-06-2004,Medium,Medium,June,6,Q2,2004,17-06-2004,(514) 555-8054,H1J 1C3,S10_4757,Classic Cars,2,Q2,$0.00M,Classic Cars,Quebec,Shipped,NA,2004,2004,1,136,1,10261,27,$0.00M,100,27
Rue Joseph-Bens 532,,Bruxelles,Catherine,Dewey,Belgium,Petit Auto,Petit Auto,Petit Auto,21-07-2004,Medium,Medium,July,7,Q3,2004,21-07-2004,(02) 5554 67,B-1180,S10_4757,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,136,4,10273,30,$0.00M,100,30
23 Tsawassen Blvd.,,Tsawassen,Elizabeth,Lincoln,Canada,"Royal Canadian Collectables, Ltd.","Royal Canadian Collectables, Ltd.","Royal Canadian Collectables, Ltd.",20-08-2004,Small,Small,August,8,Q3,2004,20-08-2004,(604) 555-4555,T2F 8M4,S10_4757,Classic Cars,3,Q3,$0.00M,Classic Cars,BC,Shipped,NA,2004,2004,1,136,6,10283,25,$0.00M,100,25
8616 Spinnaker Dr.,,Boston,Juri,Yoshido,US,Gifts4AllAges.com,Gifts4AllAges.com,Gifts4AllAges.com,10-09-2004,Medium,Medium,September,9,Q3,2004,10-09-2004,6175559555,51003,S10_4757,Classic Cars,3,Q3,$0.00M,Classic Cars,MA,Shipped,NA,2004,2004,1,136,1,10295,24,$0.00M,100,24
782 First Street,,Philadelphia,Francisca,Cervantes,US,"Classic Gift Ideas, Inc","Classic Gift Ideas, Inc","Classic Gift Ideas, Inc",14-10-2004,Small,Small,October,10,Q4,2004,14-10-2004,2155554695,71270,S10_4757,Classic Cars,4,Q4,$0.00M,Classic Cars,PA,Shipped,NA,2004,2004,1,136,9,10307,22,$0.00M,100,22
Garden House Crowther Way,,Cowes,Helen,Bennett,UK,giftsbymail.co.uk,giftsbymail.co.uk,giftsbymail.co.uk,01-11-2004,Medium,Medium,November,11,Q4,2004,01-11-2004,(198) 555-8888,PO31 7PJ,S10_4757,Classic Cars,4,Q4,$0.00M,Classic Cars,Isle of Wight,Shipped,EMEA,2004,2004,1,136,17,10316,33,$0.00M,100,33
Erling Skakkes gate 78,,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Baane Mini Imports,Baane Mini Imports,05-11-2004,Medium,Medium,November,11,Q4,2004,05-11-2004,07-98 9555,4110,S10_4757,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,136,6,10325,47,$0.00M,64.93,47
5905 Pompton St.,Suite 750,NYC,Maria,Hernandez,US,Classic Legends Inc.,Classic Legends Inc.,Classic Legends Inc.,21-11-2004,Small,Small,November,11,Q4,2004,21-11-2004,2125558493,10022,S10_4757,Classic Cars,4,Q4,$0.00M,Classic Cars,NY,Shipped,NA,2004,2004,1,136,8,10337,25,$0.00M,48.05,25
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,02-12-2004,Small,Small,December,12,Q4,2004,02-12-2004,(91) 555 94 44,28034,S10_4757,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,136,5,10350,26,$0.00M,75.47,26
59 rue de l'Abbaye,,Reims,Paul,Henriot,France,Reims Collectables,Reims Collectables,Reims Collectables,15-12-2004,Small,Small,December,12,Q4,2004,15-12-2004,26.47.1555,51100,S10_4757,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,136,6,10359,48,$0.00M,54.68,48
Torikatu 38,,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.",31-01-2005,Medium,Medium,January,1,Q1,2005,31-01-2005,981-443655,90110,S10_4757,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2005,2005,1,136,3,10373,39,$0.00M,100,39
7734 Strong St.,,San Francisco,Julie,Brown,US,Corporate Gift Ideas Co.,Corporate Gift Ideas Co.,Corporate Gift Ideas Co.,23-02-2005,Medium,Medium,February,2,Q1,2005,23-02-2005,6505551386,,S10_4757,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Shipped,NA,2005,2005,1,136,4,10384,34,$0.00M,100,34
27 rue du Colonel Pierre Avia,,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Lyon Souveniers,Lyon Souveniers,17-03-2005,Medium,Medium,March,3,Q1,2005,17-03-2005,+33 1 46 62 7555,75508,S10_4757,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2005,2005,1,136,2,10395,32,$0.00M,100,32
3086 Ingle Ln.,,San Jose,Sue,Frick,US,The Sharp Gifts Warehouse,The Sharp Gifts Warehouse,The Sharp Gifts Warehouse,01-04-2005,Large,Large,April,4,Q2,2005,01-04-2005,4085553659,94217,S10_4757,Classic Cars,2,Q2,$0.01M,Classic Cars,CA,Shipped,NA,2005,2005,1,136,9,10400,64,$0.01M,100,64
8616 Spinnaker Dr.,,Boston,Juri,Yoshido,US,Gifts4AllAges.com,Gifts4AllAges.com,Gifts4AllAges.com,06-05-2005,Small,Small,May,5,Q2,2005,06-05-2005,6175559555,51003,S10_4757,Classic Cars,2,Q2,$0.00M,Classic Cars,MA,On Hold,NA,2005,2005,1,136,3,10414,19,$0.00M,100,19
Erling Skakkes gate 78,,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Baane Mini Imports,Baane Mini Imports,29-01-2003,Medium,Medium,January,1,Q1,2003,29-01-2003,07-98 9555,4110,S10_4962,Classic Cars,1,Q1,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,147,4,10103,42,$0.01M,100,42
"265, boulevard Charonne",,Paris,Marie,Bertrand,France,"La Corne D'abondance, Co.","La Corne D'abondance, Co.","La Corne D'abondance, Co.",01-04-2003,Medium,Medium,April,4,Q2,2003,01-04-2003,(1) 42.34.2555,75012,S10_4962,Classic Cars,2,Q2,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,147,8,10114,31,$0.00M,100,31
"C/ Araquil, 67",,Madrid,Mart¡n,Sommer,Spain,"Corrida Auto Replicas, Ltd","Corrida Auto Replicas, Ltd","Corrida Auto Replicas, Ltd",28-05-2003,Medium,Medium,May,5,Q2,2003,28-05-2003,(91) 555 22 82,28023,S10_4962,Classic Cars,2,Q2,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,147,4,10126,22,$0.00M,100,22
9408 Furth Circle,,Burlingame,Juri,Hirano,US,Technics Stores Inc.,Technics Stores Inc.,Technics Stores Inc.,24-07-2003,Medium,Medium,July,7,Q3,2003,24-07-2003,6505556809,94217,S10_4962,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2003,2003,1,147,4,10140,26,$0.00M,100,26
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",19-09-2003,Medium,Medium,September,9,Q3,2003,19-09-2003,+65 221 7555,79903,S10_4962,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,Japan,2003,2003,1,147,1,10150,20,$0.00M,100,20
Kirchgasse 6,,Graz,Roland,Mendel,Austria,Mini Auto Werke,Mini Auto Werke,Mini Auto Werke,21-10-2003,Medium,Medium,October,10,Q4,2003,21-10-2003,7675-3555,8010,S10_4962,Classic Cars,4,Q4,$0.00M,Classic Cars,,Resolved,EMEA,2003,2003,1,147,2,10164,21,$0.00M,100,21
35 King George,,London,Ann,Brown,UK,"Stylish Desk Decors, Co.","Stylish Desk Decors, Co.","Stylish Desk Decors, Co.",06-11-2003,Medium,Medium,November,11,Q4,2003,06-11-2003,(171) 555-0297,WX3 6FW,S10_4962,Classic Cars,4,Q4,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,147,9,10175,33,$0.01M,100,33
782 First Street,,Philadelphia,Francisca,Cervantes,US,"Classic Gift Ideas, Inc","Classic Gift Ideas, Inc","Classic Gift Ideas, Inc",13-11-2003,Medium,Medium,November,11,Q4,2003,13-11-2003,2155554695,71270,S10_4962,Classic Cars,4,Q4,$0.00M,Classic Cars,PA,Shipped,NA,2003,2003,1,147,1,10183,28,$0.00M,100,28
"2, rue du Commerce",,Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.","Saveley & Henriot, Co.","Saveley & Henriot, Co.",25-11-2003,Medium,Medium,November,11,Q4,2003,25-11-2003,78.32.5555,69004,S10_4962,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,147,4,10194,26,$0.00M,100,26
6251 Ingle Ln.,,Boston,Valarie,Franco,US,Diecast Collectables,Diecast Collectables,Diecast Collectables,09-12-2003,Medium,Medium,December,12,Q4,2003,09-12-2003,6175552555,51003,S10_4962,Classic Cars,4,Q4,$0.00M,Classic Cars,MA,Shipped,NA,2003,2003,1,147,15,10207,31,$0.00M,100,31
Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Wendy,Victorino,Singapore,Handji Gifts& Co,Handji Gifts& Co,Handji Gifts& Co,04-02-2004,Large,Large,February,2,Q1,2004,04-02-2004,+65 224 1555,69045,S10_4962,Classic Cars,1,Q1,$0.01M,Classic Cars,,Shipped,APAC,2004,2004,1,147,4,10217,48,$0.01M,100,48
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,11-03-2004,Medium,Medium,March,3,Q1,2004,11-03-2004,4155551450,97562,S10_4962,Classic Cars,1,Q1,$0.01M,Classic Cars,CA,Shipped,NA,2004,2004,1,147,9,10229,50,$0.01M,100,50
567 North Pendale Street,,New Haven,Leslie,Murphy,US,Super Scale Inc.,Super Scale Inc.,Super Scale Inc.,04-05-2004,Medium,Medium,May,5,Q2,2004,04-05-2004,2035559545,97823,S10_4962,Classic Cars,2,Q2,$0.00M,Classic Cars,CT,Shipped,NA,2004,2004,1,147,2,10245,28,$0.00M,100,28
Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Wendy,Victorino,Singapore,Handji Gifts& Co,Handji Gifts& Co,Handji Gifts& Co,15-06-2004,Medium,Medium,June,6,Q2,2004,15-06-2004,+65 224 1555,69045,S10_4962,Classic Cars,2,Q2,$0.00M,Classic Cars,,Shipped,APAC,2004,2004,1,147,12,10259,26,$0.00M,100,26
"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Souveniers And Things Co.,Souveniers And Things Co.,19-07-2004,Medium,Medium,July,7,Q3,2004,19-07-2004,+61 2 9495 8555,2067,S10_4962,Classic Cars,3,Q3,$0.00M,Classic Cars,NSW,Shipped,APAC,2004,2004,1,147,2,10270,32,$0.00M,100,32
7586 Pompton St.,,Allentown,Kyung,Yu,US,Diecast Classics Inc.,Diecast Classics Inc.,Diecast Classics Inc.,19-08-2004,Large,Large,August,8,Q3,2004,19-08-2004,2155551555,70267,S10_4962,Classic Cars,3,Q3,$0.01M,Classic Cars,PA,Shipped,NA,2004,2004,1,147,9,10281,44,$0.01M,100,44
